,grav_x,grav_y,grav_z,linear_x,linear_y,linear_z,gyro_x,gyro_y,gyro_z
190,-1.603991985,6.515500546,7.151631355,-2.794033289,5.104737282,5.928342819,-0.7055493593,-0.07742717117,0.3226132095
191,-1.577480674,6.469999313,7.198679447,-2.930502892,5.032911301,6.538864136,-0.8289441466,-0.02977968007,0.3788128197
192,-1.550932765,6.416017532,7.252558231,-3.007117271,4.934749126,7.175721645,-0.9187413454,0.01175915636,0.4453971088
193,-1.523329735,6.355967045,7.311048508,-3.05021286,4.687847137,7.644985199,-0.9578366876,0.03436116874,0.5315291286
194,-1.492242813,6.293682098,7.371099949,-3.15795207,4.395754337,8.214805603,-0.9437867999,0.01175915636,0.6323218942
195,-1.453511119,6.233148098,7.430041313,-3.318363667,4.209006786,8.712799072,-0.8961393237,-0.004734205548,0.7386124134
196,-1.408853292,6.176688671,7.485581875,-3.289633036,4.216189384,9.354445457,-0.8277224302,0.02580905706,0.8711702228
197,-1.360835075,6.125677109,7.536216259,-2.954444885,4.395754337,9.945813179,-0.7641924024,0.07895433158,1.041601658
198,-1.309460521,6.079493046,7.582574368,-2.511517525,4.532223701,10.20438671,-0.7061602473,0.05146539584,1.307938814
199,-1.243092656,6.038092613,7.626698971,-1.687912226,4.692635536,10.31930828,-0.7086036801,-0.01023199316,1.450881362
200,-1.163651347,5.996136665,7.672195911,-1.034295082,4.723760128,10.27621269,-0.7519751191,-0.02428189293,1.538235068
201,-1.075814366,5.951221943,7.719840527,-0.7685387731,4.75249052,10.62576675,-0.8423831463,0.002596177394,1.562058806
202,-0.9873664975,5.898671627,7.771813869,-0.6967126727,4.75488472,11.2099514,-0.968221426,0.04291328415,1.537624121
203,-0.9024757147,5.83554697,7.829576015,-0.5123591423,4.534617901,11.73906994,-1.058018565,0.08323039114,1.522963405
204,-0.8207361102,5.765425682,7.890283585,-0.1867477298,4.144362926,12.22269917,-1.087340117,0.1247692257,1.545565486
205,-0.7420948744,5.691386223,7.951586723,0.2418143749,3.746925592,12.34719753,-1.051909924,0.1925752759,1.593212962
206,-0.667355895,5.618654728,8.009725571,0.5410895944,3.555389643,12.00243282,-0.9535606503,0.3300199509,1.648190737
207,-0.6018156409,5.55249691,8.060891151,0.8355764151,3.550601006,11.32966137,-0.8350527883,0.4729624093,1.692783952
208,-0.5465415716,5.494726658,8.104297638,0.6679822803,3.888183594,10.47493172,-0.7415903807,0.5682573915,1.711720824
209,-0.4990951121,5.443433762,8.141882896,0.9337386489,4.084507942,9.567529678,-0.7092145681,0.6476698518,1.678734064
210,-0.4609865248,5.393613815,8.177207947,1.544260144,3.524264812,8.918700218,-0.7721336484,0.7197519541,1.636584401
211,-0.4321546257,5.337643623,8.215421677,2.097320795,2.777273893,8.947430611,-0.9382890463,0.7545713186,1.548619747
212,-0.4122031629,5.266879559,8.261984825,1.831564307,2.633621931,8.928277016,-1.174082994,0.7625125647,1.413007617
213,-0.4016554952,5.175272942,8.320188522,1.199495077,2.645592928,9.15333271,-1.402546644,0.790001452,1.2364676
214,-0.4035914242,5.061862469,8.389578819,0.4979939461,2.707842112,9.387964249,-1.590693116,0.987310946,1.102688074
215,-0.4298163354,4.929769516,8.466580391,0.0143652102,2.67432332,9.759065628,-1.757459283,1.212720275,1.051986337
216,-0.479196161,4.781523705,8.548552513,0.03830722719,2.664746523,10.19959831,-1.90406692,1.339169383,1.062371016
217,-0.5413284302,4.619516373,8.633503914,0.141257897,2.863465309,10.66167927,-2.009135723,1.379486442,1.104520679
218,-0.6081368923,4.448041439,8.71868515,0.4453215301,3.055001259,11.43021774,-2.064113617,1.332449794,1.138118267
219,-0.6730920076,4.272027016,8.801539421,0.9050082564,3.184288263,12.05510521,-2.040900707,1.146135926,1.128955364
220,-0.7266278863,4.098953724,8.879242897,1.33835876,3.320757866,12.35916805,-1.943162322,1.00258255,1.067868829
221,-0.7731114626,3.933735847,8.949771881,1.711854219,3.404554844,12.55788708,-1.811826348,0.8712465763,0.9573022127
